vehicle_id,frame_number,timestamp,vehicle_type,x_position,y_position,speed,direction
16,260,10.4,Person,470.5,181.17,2.6568,54.98
16,279,11.16,Person,475.83,177.5,5.2406,292.73
16,283,11.32,Person,473.33,183.83,4.6872,195.93
16,298,11.92,Person,458.83,173.0,4.9489,120.26
16,323,12.92,Person,458.67,160.83,4.2834,97.31
16,329,13.16,Person,446.33,138.67,4.426,80.93
16,352,14.08,Person,439.0,135.17,5.0378,145.47
16,360,14.4,Person,421.0,116.83,4.1925,235.28
16,372,14.88,Person,415.17,123.83,6.5781,121.72
16,378,15.12,Person,416.17,114.5,5.8706,270.75
16,396,15.84,Person,413.17,113.67,5.04,71.41
16,410,16.4,Person,414.5,117.67,2.8533,218.57
16,437,17.48,Person,414.17,125.33,3.3261,285.23
16,481,19.24,Person,421.33,131.17,2.8271,52.92
16,505,20.2,Person,425.33,118.5,2.3169,88.55
16,518,20.72,Person,427.5,109.0,1.2813,97.59
16,531,21.24,Person,429.33,110.67,1.8828,335.1
16,542,21.68,Person,433.17,115.67,1.5985,277.51
16,545,21.8,Person,430.67,114.83,3.0533,116.53
16,564,22.56,Person,426.83,90.33,2.7707,102.56
16,587,23.48,Person,426.17,63.0,3.606,86.69
16,612,24.48,Person,429.67,47.83,3.2868,1.36
16,625,25.0,Person,441.0,46.0,3.5636,328.57
16,640,25.6,Person,450.0,48.67,4.3169,22.21
16,650,26.0,Person,449.17,43.67,5.045,189.07
16,657,26.28,Person,443.5,41.33,4.3951,155.18
16,673,26.92,Person,438.5,40.17,4.2784,358.5
16,726,29.04,Person,447.83,41.33,3.5001,325.01
16,732,29.28,Person,455.83,50.0,3.8033,337.09
16,749,29.96,Person,461.5,62.33,2.6533,274.55
16,772,30.88,Person,461.67,69.33,3.1224,256.85
16,777,31.08,Person,457.0,64.17,3.6229,102.64
16,788,31.52,Person,450.67,45.5,3.6405,117.36
16,811,32.44,Person,438.33,39.0,4.6678,147.93
16,816,32.64,Person,431.5,40.0,4.1131,233.13
16,870,34.8,Person,432.17,42.83,5.5657,14.05
16,876,35.04,Person,440.33,41.0,2.9987,35.23
16,884,35.36,Person,449.67,44.0,3.6109,300.83
16,894,35.76,Person,446.67,45.67,2.9943,257.84
16,906,36.24,Person,442.5,47.67,2.802,144.53
16,919,36.76,Person,438.5,42.33,1.8602,321.04
16,944,37.76,Person,445.17,51.33,1.015,328.91
16,973,38.92,Person,450.33,53.17,0.9911,295.51
16,1011,40.44,Person,443.83,56.17,1.0722,137.24
16,1056,42.24,Person,437.5,48.0,1.0776,167.47
16,1071,42.84,Person,428.83,51.83,1.414,346.0
16,1094,43.76,Person,440.33,74.0,1.7731,277.71
16,1111,44.44,Person,443.67,86.83,1.7392,307.5
16,1133,45.32,Person,452.17,98.83,3.8066,112.75
16,1137,45.48,Person,453.0,87.33,4.1513,315.7
16,1148,45.92,Person,456.0,93.17,4.395,44.1
16,1161,46.44,Person,461.67,90.17,2.1614,263.4
16,1182,47.28,Person,469.0,88.17,1.3317,35.07
16,1217,48.68,Person,476.83,80.17,1.8709,45.0
16,1220,48.8,Person,480.67,78.33,2.8661,199.15
16,1232,49.28,Person,473.5,84.17,4.2384,243.82
16,1239,49.56,Person,468.17,87.67,3.4395,198.72
16,1251,50.04,Person,465.67,90.0,2.205,59.32
16,1288,51.52,Person,462.33,89.67,3.5732,268.12
16,1316,52.64,Person,455.83,84.5,4.983,157.47
16,1324,52.96,Person,447.83,67.83,6.2652,101.39
16,1329,53.16,Person,442.67,50.33,3.7458,91.01
16,1343,53.72,Person,439.17,44.33,2.4306,201.79
16,1361,54.44,Person,424.17,42.83,4.1428,187.82
16,1367,54.68,Person,413.83,46.67,4.163,166.94
16,1389,55.56,Person,404.5,44.5,5.3891,284.04
17,5,0.2,Bus,446.25,146.0,7.9318,0.0
17,1084,43.36,Bus,446.25,146.0,7.9318,231.53
18,6,0.24,Person,218.5,228.25,0.9263,0.0
18,36,1.44,Person,212.5,233.67,1.6628,264.6
18,48,1.92,Person,211.0,251.17,2.0017,211.94
18,86,3.44,Person,206.67,269.67,1.7175,283.77
18,145,5.8,Person,206.83,303.17,2.0608,265.25
18,164,6.56,Person,201.67,324.33,4.249,252.5
18,168,6.72,Person,187.83,338.83,4.7356,154.9
18,189,7.56,Person,176.67,349.17,4.6012,229.22
18,204,8.16,Person,158.5,374.5,2.6458,253.22
18,218,8.72,Person,141.0,397.17,4.3928,218.62
18,242,9.68,Person,112.33,400.17,3.3323,171.11
18,368,14.72,Person,100.17,414.83,3.2163,194.03
18,449,17.96,Person,92.5,416.75,0.9739,289.11
19,6,0.24,Person,183.75,317.5,0.749,0.0
19,41,1.64,Person,177.83,320.5,1.3214,271.11
19,58,2.32,Person,160.0,343.67,3.8507,202.08
19,178,7.12,Person,127.67,349.67,5.5687,211.15
19,188,7.52,Person,118.5,347.5,5.8438,102.17
19,215,8.6,Person,128.67,350.33,3.7974,358.67
19,290,11.6,Person,159.17,364.67,2.2071,294.83
19,317,12.68,Person,183.83,377.83,2.4837,7.13
19,499,19.96,Person,199.5,366.17,3.1339,60.33
19,525,21.0,Person,202.17,334.5,3.0701,112.45
19,705,28.2,Person,202.0,321.33,2.5897,88.86
19,724,28.96,Person,229.5,314.0,2.3504,335.97
19,770,30.8,Person,245.33,314.83,4.6577,8.82
19,780,31.2,Person,278.0,316.0,4.6413,125.22
19,828,33.12,Person,298.83,333.67,4.4145,330.22
19,918,36.72,Person,300.0,342.5,2.5287,242.24
19,1094,43.76,Person,278.67,354.0,1.9917,160.89
19,1147,45.88,Person,286.0,339.0,2.7262,343.61
19,1339,53.56,Person,323.67,329.33,2.9819,20.26
19,1356,54.24,Person,348.5,315.33,3.3013,139.35
19,1391,55.64,Person,333.83,304.33,2.3396,196.77
19,1413,56.52,Person,322.5,307.75,1.6486,76.37
20,6,0.24,Bus,448.0,263.25,7.604,0.0
20,22,0.88,Bus,430.0,281.0,13.7691,144.46
20,29,1.16,Bus,400.67,253.17,19.9496,243.73
20,37,1.48,Bus,387.67,290.67,21.6366,103.77
20,1056,42.24,Bus,384.5,277.75,19.4053,266.4
21,7,0.28,Person,278.75,400.0,4.9314,0.0
21,19,0.76,Person,275.67,413.17,5.6473,244.78
21,22,0.88,Person,280.83,437.67,7.4972,338.36
21,35,1.4,Person,300.0,439.5,4.6003,0.0
21,51,2.04,Person,306.83,435.67,3.6634,120.81
21,63,2.52,Person,296.83,411.17,2.8577,132.34
21,95,3.8,Person,293.17,407.17,3.0747,81.35
21,151,6.04,Person,299.0,374.83,2.5032,344.57
21,193,7.72,Person,306.67,348.17,2.5241,91.01
21,215,8.6,Person,271.0,312.67,3.3275,153.33
21,258,10.32,Person,232.67,290.33,3.3031,180.26
21,295,11.8,Person,181.33,299.83,2.4863,138.88
21,334,13.36,Person,167.33,295.5,1.6075,231.37
21,352,14.08,Person,144.83,304.33,2.2699,111.81
21,366,14.64,Person,142.0,297.25,3.0325,158.34
22,7,0.28,Person,416.5,431.0,0.6255,0.0
22,56,2.24,Person,419.67,435.67,2.2195,6.76
22,63,2.52,Person,426.33,420.33,5.1002,151.18
22,79,3.16,Person,423.0,408.17,5.0257,94.66
22,88,3.52,Person,420.67,390.83,3.6539,60.2
22,97,3.88,Person,415.83,408.0,3.4819,250.72
22,108,4.32,Person,408.67,416.0,3.8747,245.81
22,133,5.32,Person,409.33,431.0,6.5696,72.96
22,139,5.56,Person,436.67,422.33,4.7423,342.88
22,184,7.36,Person,473.67,422.0,4.599,16.9
22,209,8.36,Person,482.0,392.67,2.7043,102.49
22,221,8.84,Person,453.33,368.67,4.1405,144.74
22,232,9.28,Person,395.67,324.33,6.7396,152.98
22,243,9.72,Person,343.67,294.5,7.0003,138.59
22,263,10.52,Person,306.83,279.5,5.7193,183.5
22,285,11.4,Person,296.0,272.5,4.8777,296.57
22,294,11.76,Person,299.33,252.33,4.2181,80.19
22,333,13.32,Person,293.67,209.67,5.3386,105.89
22,343,13.72,Person,265.67,176.0,5.451,145.04
22,362,14.48,Person,205.5,190.5,6.296,194.72
22,613,24.52,Person,169.67,212.17,5.3664,226.74
22,635,25.4,Person,149.83,226.5,3.4034,29.27
22,677,27.08,Person,158.17,200.67,1.9522,102.74
22,772,30.88,Person,154.0,182.25,1.0869,120.31
23,9,0.36,Bus,389.25,117.25,14.1965,0.0
23,28,1.12,Bus,389.25,117.25,14.1965,11.52
24,9,0.36,Person,375.5,294.75,3.2939,0.0
24,17,0.68,Person,391.83,289.67,4.6624,8.54
24,44,1.76,Person,437.33,263.17,6.5164,45.0
24,61,2.44,Person,452.67,233.17,6.2205,58.7
24,68,2.72,Person,464.83,189.67,6.4056,117.8
24,75,3.0,Person,452.67,173.17,6.1425,92.6
24,95,3.8,Person,459.5,148.83,5.0116,173.53
24,117,4.68,Person,474.83,136.67,3.9067,44.55
24,133,5.32,Person,501.0,116.83,4.4593,25.55
24,137,5.48,Person,520.83,108.67,3.9143,15.48
24,170,6.8,Person,518.17,103.0,2.8369,121.19
24,186,7.44,Person,510.67,88.67,1.6993,145.01
24,203,8.12,Person,496.33,80.67,4.7893,100.21
24,206,8.24,Person,496.17,77.0,5.8925,256.17
24,209,8.36,Person,493.33,75.17,5.6599,68.22
24,228,9.12,Person,491.83,76.17,5.0253,128.68
24,259,10.36,Person,489.33,68.83,6.5829,262.45
24,263,10.52,Person,489.83,63.83,9.1402,80.63
24,266,10.64,Person,493.17,61.17,7.3533,31.5
24,286,11.44,Person,499.83,71.83,5.898,286.27
24,294,11.76,Person,503.0,77.67,5.474,345.59
24,305,12.2,Person,503.33,82.5,7.5567,122.59
24,309,12.36,Person,505.33,75.5,6.7251,286.42
24,319,12.76,Person,511.33,75.67,5.0492,47.0
24,324,12.96,Person,526.17,68.83,3.2947,26.99
24,335,13.4,Person,532.33,59.83,3.6097,13.88
24,347,13.88,Person,537.83,53.0,3.2989,103.78
24,398,15.92,Person,526.5,43.33,2.6926,160.6
24,424,16.96,Person,517.33,41.5,1.5344,176.93
24,458,18.32,Person,512.5,43.83,3.6458,327.83
24,461,18.44,Person,507.33,44.0,4.2042,257.41
24,470,18.8,Person,496.5,46.33,5.3569,172.77
24,479,19.16,Person,480.67,48.33,3.7791,210.0
24,482,19.28,Person,471.0,47.5,4.4639,173.66
24,488,19.52,Person,480.83,46.17,5.9585,53.79
24,497,19.88,Person,485.67,45.33,5.3294,344.06
24,510,20.4,Person,486.83,56.5,5.3097,214.53
24,519,20.76,Person,472.17,55.5,4.1856,188.7
24,531,21.24,Person,462.83,58.0,3.5734,106.04
24,604,24.16,Person,463.5,56.33,2.6317,279.26
24,611,24.44,Person,465.5,75.17,1.7677,288.82
24,637,25.48,Person,474.33,80.5,2.4382,292.29
24,651,26.04,Person,484.0,88.67,2.0126,27.45
24,674,26.96,Person,491.17,86.0,1.7842,293.7
24,687,27.48,Person,495.0,87.0,1.4392,120.96
24,702,28.08,Person,492.33,91.83,2.5816,328.69
24,712,28.48,Person,494.5,88.83,2.3811,246.79
24,784,31.36,Person,493.0,76.33,2.1005,84.32
24,815,32.6,Person,497.5,60.67,1.7792,82.81
24,823,32.92,Person,499.0,61.0,3.6476,284.74
24,835,33.4,Person,503.33,69.5,5.2014,269.03
24,840,33.6,Person,506.5,72.33,5.6252,52.64
24,842,33.68,Person,511.83,67.0,5.6014,5.91
24,878,35.12,Person,510.83,61.0,4.4147,107.22
24,896,35.84,Person,514.0,58.33,3.1318,101.82
24,924,36.96,Person,513.83,53.17,3.432,339.53
24,927,37.08,Person,518.33,54.33,3.2532,126.33
24,932,37.28,Person,519.67,54.67,4.1929,315.0
24,937,37.48,Person,523.33,57.5,2.9492,322.34
24,946,37.84,Person,525.67,56.33,3.2121,100.08
24,980,39.2,Person,531.5,53.83,4.1086,40.33
24,985,39.4,Person,534.17,49.33,3.1974,1.01
24,1019,40.76,Person,537.5,54.83,4.884,191.56
24,1024,40.96,Person,531.67,65.83,3.1848,263.62
24,1046,41.84,Person,531.5,77.17,3.6145,254.97
24,1055,42.2,Person,527.83,82.0,3.1411,73.53
24,1058,42.32,Person,532.0,73.0,3.1661,104.04
24,1083,43.32,Person,530.0,73.67,3.0714,46.42
24,1111,44.44,Person,524.33,66.33,1.5251,204.97
24,1148,45.92,Person,512.83,70.5,2.0413,144.41
24,1155,46.2,Person,511.17,71.33,1.9714,290.0
24,1187,47.48,Person,515.5,65.33,4.3264,31.23
24,1196,47.84,Person,516.5,58.17,4.9959,103.33
24,1201,48.04,Person,513.5,43.5,5.0208,206.57
24,1215,48.6,Person,507.83,43.33,4.383,87.36
24,1218,48.72,Person,511.5,41.17,3.6043,219.86
24,1237,49.48,Person,511.83,42.67,5.4539,344.03
24,1241,49.64,Person,518.67,42.67,3.576,82.72
24,1266,50.64,Person,518.0,42.0,2.897,29.74
24,1278,51.12,Person,516.67,45.0,1.1324,218.3
24,1290,51.6,Person,509.0,44.83,1.3613,200.67
24,1312,52.48,Person,515.67,53.5,1.9751,354.48
24,1324,52.96,Person,522.83,65.17,1.8977,311.65
24,1370,54.8,Person,522.67,73.0,4.1117,199.88
24,1378,55.12,Person,517.17,74.67,3.8591,138.05
24,1397,55.88,Person,515.67,66.17,3.9433,348.91
24,1413,56.52,Person,526.67,64.33,2.2939,52.43
24,1417,56.68,Person,530.0,60.0,2.4144,45.0
25,9,0.36,Person,285.5,178.25,2.2259,0.0
25,23,0.92,Person,300.67,175.83,3.2371,309.73
25,43,1.72,Person,313.0,193.33,4.5553,85.99
25,58,2.32,Person,321.0,192.17,4.945,244.72
25,64,2.56,Person,323.67,211.17,3.4175,310.02
25,77,3.08,Person,339.67,233.17,2.43,303.98
25,110,4.4,Person,339.83,239.0,1.5937,274.32
25,116,4.64,Person,340.17,232.17,1.7937,111.08
25,164,6.56,Person,335.67,215.0,2.0432,88.63
25,179,7.16,Person,331.33,199.0,1.6018,135.57
25,204,8.16,Person,334.0,194.5,2.6592,0.0
25,214,8.56,Person,349.5,210.83,3.1978,330.07
25,226,9.04,Person,355.83,217.17,3.7904,288.67
25,237,9.48,Person,346.17,202.17,4.0877,128.03
25,260,10.4,Person,331.67,168.5,4.6097,101.59
25,266,10.64,Person,334.0,149.33,4.0616,358.74
25,283,11.32,Person,339.67,121.5,3.464,77.46
25,316,12.64,Person,342.33,87.5,4.783,94.7
25,321,12.84,Person,348.0,49.67,5.9454,52.84
25,328,13.12,Person,363.5,43.33,6.458,352.14
25,334,13.36,Person,372.5,44.0,3.8998,352.41
25,371,14.84,Person,381.33,45.0,4.5801,127.95
25,376,15.04,Person,387.83,57.17,5.625,320.55
25,384,15.36,Person,396.17,63.67,6.8008,284.8
25,392,15.68,Person,396.17,61.0,6.6217,104.84
25,398,15.92,Person,395.0,53.67,4.5042,90.0
25,420,16.8,Person,397.33,47.67,5.4003,301.09
25,424,16.96,Person,402.17,57.67,3.9657,42.22
25,495,19.8,Person,402.17,62.5,6.3657,270.53
25,497,19.88,Person,410.33,77.17,4.4209,295.28
25,517,20.68,Person,424.67,85.0,5.7601,340.05
25,552,22.08,Person,444.5,86.17,4.2131,5.81
25,563,22.52,Person,456.83,76.67,4.7661,62.17
25,669,26.76,Person,458.33,66.17,4.8145,88.53
25,682,27.28,Person,460.5,58.83,3.9295,167.41
25,693,27.72,Person,458.67,52.17,3.513,56.56
25,709,28.36,Person,463.83,43.17,2.7125,92.77
25,714,28.56,Person,472.17,35.67,3.4234,15.13
25,723,28.92,Person,486.17,39.33,3.0451,339.76
25,743,29.72,Person,494.33,43.67,1.889,297.78
25,758,30.32,Person,501.67,49.0,1.4685,41.93
25,770,30.8,Person,501.17,49.67,1.5566,334.43
25,790,31.6,Person,512.33,46.67,2.9373,77.77
25,801,32.04,Person,518.0,45.17,2.5234,20.6
25,879,35.16,Person,526.83,48.33,2.3819,269.14
25,919,36.76,Person,527.0,48.67,2.2979,240.67
25,925,37.0,Person,521.83,54.5,2.0659,112.91
25,996,39.84,Person,519.17,47.0,3.5661,227.21
25,1004,40.16,Person,512.0,51.83,2.9398,94.9
25,1014,40.56,Person,512.83,45.83,3.0583,236.62
25,1033,41.32,Person,506.67,51.0,3.1747,65.93
25,1039,41.56,Person,507.5,56.0,2.8558,232.7
25,1053,42.12,Person,503.0,55.17,3.6132,357.84
25,1066,42.64,Person,505.17,50.83,2.0684,101.3
25,1095,43.8,Person,500.67,43.5,2.2794,200.6
25,1102,44.08,Person,501.33,43.0,2.3371,195.24
25,1120,44.8,Person,503.67,47.17,2.3664,349.1
25,1146,45.84,Person,508.33,64.67,3.2892,280.59
25,1151,46.04,Person,510.5,74.83,2.5568,265.78
25,1185,47.4,Person,523.67,93.0,3.2881,18.82
25,1224,48.96,Person,540.5,98.0,2.5222,319.09
25,1229,49.16,Person,557.0,108.17,4.0829,8.58
25,1232,49.28,Person,557.17,92.33,3.7982,96.43
25,1246,49.84,Person,550.0,81.17,3.4753,115.12
25,1266,50.64,Person,541.0,84.17,2.5037,244.12
25,1284,51.36,Person,541.67,116.83,2.6857,275.61
25,1315,52.6,Person,541.67,119.33,2.8029,317.91
25,1329,53.16,Person,544.33,122.17,2.5328,104.52
25,1354,54.16,Person,534.83,130.33,2.2397,265.82
25,1410,56.4,Person,533.25,152.0,2.1387,256.39
26,11,0.44,Car,226.5,297.25,16.5914,0.0
26,61,2.44,Car,242.83,316.33,24.8305,351.23
26,325,13.0,Car,213.33,311.33,35.8099,233.54
26,601,24.04,Car,198.67,293.5,35.2943,141.55
26,720,28.8,Car,172.83,259.67,41.3728,41.12
26,722,28.88,Car,196.0,267.17,38.4469,277.37
26,941,37.64,Car,215.5,288.17,41.4457,296.45
26,1328,53.12,Car,227.5,314.17,29.7214,11.56
26,1354,54.16,Car,235.0,315.83,29.5713,239.21
26,1355,54.2,Car,227.75,328.0,24.0406,154.36
27,12,0.48,Person,333.5,326.0,2.751,0.0
27,31,1.24,Person,343.0,323.5,2.3131,309.44
27,82,3.28,Person,350.17,319.5,3.0577,89.04
27,116,4.64,Person,353.5,289.83,1.908,106.51
27,135,5.4,Person,355.33,279.0,3.086,5.25
27,141,5.64,Person,369.83,284.67,4.4961,306.09
27,146,5.84,Person,369.17,291.67,5.144,286.41
27,157,6.28,Person,357.33,294.83,4.1461,173.94
27,183,7.32,Person,337.33,309.33,2.7943,221.48
27,216,8.64,Person,331.67,350.5,2.7775,269.66
27,249,9.96,Person,319.33,396.33,2.7247,266.72
27,295,11.8,Person,329.5,433.0,2.6037,238.57
27,318,12.72,Person,335.33,422.33,3.3338,14.82
27,337,13.48,Person,340.33,420.83,3.8045,112.78
27,372,14.88,Person,334.17,409.17,3.9477,227.68
27,391,15.64,Person,307.5,424.5,2.2117,122.01
27,473,18.92,Person,298.33,431.67,2.009,203.42
27,487,19.48,Person,282.67,439.0,1.7539,295.03
27,500,20.0,Person,272.83,439.0,2.357,131.32
27,525,21.0,Person,265.33,438.0,1.7869,180.0
27,565,22.6,Person,247.5,432.0,1.4166,251.57
27,672,26.88,Person,244.5,413.0,0.81,114.51
27,762,30.48,Person,252.17,388.33,1.3938,60.16
27,817,32.68,Person,245.0,370.83,1.8609,12.01
27,840,33.6,Person,240.17,391.33,2.0276,203.17
27,921,36.84,Person,239.67,412.17,1.5142,301.31
27,1007,40.28,Person,253.83,439.17,1.159,348.87
27,1061,42.44,Person,267.17,425.17,1.436,144.21
27,1105,44.2,Person,262.5,428.83,2.9073,69.13
27,1122,44.88,Person,265.5,426.67,3.4081,270.81
27,1126,45.04,Person,262.0,442.83,3.1276,146.29
27,1314,52.56,Person,258.17,429.0,3.7776,114.15
27,1322,52.88,Person,239.5,416.67,3.2267,122.74
27,1390,55.6,Person,234.5,400.33,4.2077,167.75
27,1414,56.56,Person,223.75,398.0,2.5675,23.96
28,14,0.56,Person,451.0,124.0,2.4285,0.0
28,45,1.8,Person,470.67,108.33,4.845,67.89
28,56,2.24,Person,501.67,68.5,7.2038,322.84
28,60,2.4,Person,524.67,87.5,6.4736,324.41
28,92,3.68,Person,543.0,99.5,3.8594,319.27
28,111,4.44,Person,551.17,102.5,1.8612,355.3
28,151,6.04,Person,550.67,99.17,1.1813,136.02
28,184,7.36,Person,538.0,90.67,1.7565,168.55
28,192,7.68,Person,530.67,89.83,1.9738,166.26
28,195,7.8,Person,528.5,86.17,2.7714,41.56
28,201,8.04,Person,525.5,85.33,4.1982,111.15
28,204,8.16,Person,521.17,95.17,4.5316,236.17
28,226,9.04,Person,513.83,98.67,4.9272,253.04
28,238,9.52,Person,509.67,114.33,2.8836,130.43
28,285,11.4,Person,495.67,118.33,3.7836,244.0
28,297,11.88,Person,492.17,121.0,3.0786,140.47
28,323,12.92,Person,489.83,104.5,3.2318,57.78
28,336,13.44,Person,501.67,90.83,2.3847,68.79
28,348,13.92,Person,498.67,92.83,2.1285,270.94
28,378,15.12,Person,492.83,110.67,4.5303,232.36
28,383,15.32,Person,482.5,107.83,6.8563,202.01
28,395,15.8,Person,485.83,112.33,9.4403,78.47
28,403,16.12,Person,492.17,107.5,8.0486,301.25
28,404,16.16,Person,478.0,123.33,5.9623,192.66
28,425,17.0,Person,460.83,119.5,4.6266,177.08
28,434,17.36,Person,455.33,135.17,3.5477,346.06
28,469,18.76,Person,470.5,152.5,3.9336,296.31
28,474,18.96,Person,483.0,165.17,3.8693,98.54
28,483,19.32,Person,485.0,157.0,3.3954,78.69
28,496,19.84,Person,495.17,119.67,2.2457,69.11
28,520,20.8,Person,506.17,91.17,1.6959,72.49
28,527,21.08,Person,517.83,75.33,4.538,323.98
28,530,21.2,Person,516.33,73.17,7.2842,260.98
28,532,21.28,Person,508.33,72.17,6.5429,123.61
28,555,22.2,Person,501.17,57.67,4.175,129.64
28,563,22.52,Person,503.5,59.17,1.4779,343.48
28,584,23.36,Person,498.0,61.33,3.7535,239.03
28,680,27.2,Person,492.83,59.33,4.9372,156.74
28,686,27.44,Person,481.33,57.5,4.8263,58.81
28,713,28.52,Person,482.83,52.5,2.8767,229.67
28,726,29.04,Person,480.83,53.67,1.8053,75.22
28,728,29.12,Person,479.67,58.0,3.6259,254.2
28,762,30.48,Person,477.17,72.67,3.6898,258.95
28,775,31.0,Person,472.83,96.17,3.3459,264.01
28,815,32.6,Person,467.83,117.83,4.1782,254.49
28,819,32.76,Person,461.33,138.83,3.7753,248.09
28,846,33.84,Person,460.0,141.67,4.3151,270.0
28,862,34.48,Person,464.67,134.5,2.8981,65.9
28,867,34.68,Person,473.67,127.5,2.8666,12.3
28,901,36.04,Person,485.67,144.67,2.6657,294.45
28,927,37.08,Person,492.17,152.17,2.9273,298.02
28,940,37.6,Person,497.0,146.83,3.2271,95.85
28,963,38.52,Person,501.5,121.5,3.6845,68.2
28,973,38.92,Person,500.17,118.83,2.3185,345.33
28,982,39.28,Person,498.33,143.5,5.0479,247.85
28,989,39.56,Person,490.67,169.67,4.7987,271.85
28,994,39.76,Person,490.33,185.33,5.5434,99.95
28,1010,40.4,Person,506.0,196.17,3.0666,319.81
28,1034,41.36,Person,518.17,200.17,4.0603,326.46
28,1043,41.72,Person,532.33,190.5,4.9024,100.29
28,1055,42.2,Person,528.5,184.83,6.7277,84.65
28,1067,42.68,Person,519.83,188.17,5.4847,253.06
28,1096,43.84,Person,511.5,193.17,4.2492,137.25
28,1111,44.44,Person,506.17,178.83,2.6056,80.07
28,1114,44.56,Person,495.67,196.33,3.9231,250.9
28,1144,45.76,Person,485.83,209.33,3.7633,240.69
28,1187,47.48,Person,477.17,222.33,3.9844,78.63
28,1191,47.64,Person,491.5,201.0,4.7545,16.7
28,1197,47.88,Person,503.67,194.83,4.8513,24.91
28,1202,48.08,Person,505.83,199.0,4.0263,214.89
28,1235,49.4,Person,497.33,211.17,2.0748,237.04
28,1245,49.8,Person,482.5,225.0,1.8213,225.0
28,1265,50.6,Person,479.33,225.17,2.2598,146.88
28,1277,51.08,Person,468.67,217.33,1.8036,89.13
28,1317,52.68,Person,464.5,201.83,3.2953,140.03
28,1324,52.96,Person,456.33,196.0,3.1856,85.68
28,1337,53.48,Person,458.67,177.5,5.2594,59.32
28,1348,53.92,Person,453.17,173.83,3.4783,99.76
28,1368,54.72,Person,449.0,161.17,3.8142,215.61
28,1374,54.96,Person,448.0,157.5,3.7247,57.8
28,1380,55.2,Person,448.33,141.17,5.1492,80.47
28,1389,55.56,Person,450.0,131.25,6.0975,135.76
29,16,0.64,Person,528.5,145.75,4.4238,0.0
29,26,1.04,Person,526.17,147.0,4.2049,73.7
29,46,1.84,Person,527.83,111.17,6.9786,98.09
29,62,2.48,Person,524.5,80.83,6.8795,87.5
29,64,2.56,Person,519.17,46.67,7.5262,196.32
29,69,2.76,Person,514.0,47.5,7.3342,165.96
29,74,2.96,Person,511.5,48.33,5.1682,347.5
29,79,3.16,Person,515.83,54.33,4.3733,279.07
29,86,3.44,Person,529.17,55.33,3.6628,347.21
29,98,3.92,Person,533.83,53.67,4.4652,36.47
29,108,4.32,Person,533.0,46.0,3.9669,172.06
29,135,5.4,Person,526.17,54.83,4.1539,253.43
29,145,5.8,Person,524.83,61.67,2.9117,294.18
29,174,6.96,Person,529.17,61.67,4.4109,109.25
29,181,7.24,Person,530.67,52.83,3.6978,67.19
29,186,7.44,Person,539.0,57.17,4.4547,303.39
29,205,8.2,Person,541.33,59.83,5.0622,284.64
29,212,8.48,Person,527.83,57.5,4.5719,133.29
29,220,8.8,Person,510.83,42.17,4.047,162.72
29,229,9.16,Person,505.17,42.67,2.3431,354.66
29,244,9.76,Person,508.0,50.0,3.1674,301.5
29,250,10.0,Person,514.33,60.67,3.3344,243.01
29,260,10.4,Person,514.83,65.5,2.8577,349.79
29,284,11.36,Person,524.5,67.17,2.9222,354.53
29,289,11.56,Person,532.5,64.67,3.3871,6.32
29,295,11.8,Person,528.17,54.5,4.4967,116.82
29,308,12.32,Person,518.67,47.5,3.1093,153.26
29,328,13.12,Person,502.17,44.0,4.1402,237.91
29,332,13.28,Person,491.0,54.5,3.5059,202.11
29,348,13.92,Person,480.5,69.0,3.709,240.71
29,373,14.92,Person,465.5,73.67,4.719,218.12
29,380,15.2,Person,457.67,66.17,6.3213,125.14
29,384,15.36,Person,453.0,50.0,6.0493,64.36
29,406,16.24,Person,460.5,45.67,4.6107,353.33
29,412,16.48,Person,472.33,61.33,2.7822,300.58
29,430,17.2,Person,473.33,60.67,4.8264,288.93
29,440,17.6,Person,467.83,62.33,3.4534,121.92
29,470,18.8,Person,453.67,45.33,4.5976,201.79
29,475,19.0,Person,445.0,58.83,2.6688,208.42
29,483,19.32,Person,440.67,60.33,5.5452,261.88
29,487,19.48,Person,442.5,65.67,4.1489,75.82
29,497,19.88,Person,449.67,56.67,5.8701,13.55
29,500,20.0,Person,456.5,55.83,2.9505,5.1
29,504,20.16,Person,449.0,52.83,3.9601,171.37
29,517,20.68,Person,436.0,49.33,2.5791,163.69
29,522,20.88,Person,417.17,51.0,2.5428,200.56
29,531,21.24,Person,409.33,69.5,2.8208,245.41
29,544,21.76,Person,397.83,83.17,2.3058,254.11
29,605,24.2,Person,394.67,82.5,3.7409,112.11
29,614,24.56,Person,385.67,61.0,4.1997,91.98
29,621,24.84,Person,386.67,52.67,5.5737,138.9
29,651,26.04,Person,388.0,44.0,6.16,335.38
29,658,26.32,Person,393.0,42.67,4.2405,78.58
29,670,26.8,Person,393.83,35.17,2.8677,199.68
29,712,28.48,Person,385.83,42.0,1.8068,235.42
29,783,31.32,Person,377.33,43.33,1.6332,201.67
29,838,33.52,Person,375.17,46.0,2.4103,85.21
29,850,34.0,Person,379.17,43.83,1.5109,338.7
29,854,34.16,Person,388.33,42.17,1.9117,49.64
29,869,34.76,Person,392.67,41.67,1.1867,43.38
29,893,35.72,Person,400.5,45.17,1.317,302.73
