time,vehicle_id,pedestrian_id,distance,vehicle_speed,ttc
361.0,bike_flow_2.26,ped_49,14.93,5.9,2.53
361.0,bike_flow_2.26,ped_51,14.22,5.9,2.41
361.0,bike_flow_2.26,ped_52,7.37,5.9,1.25
361.0,bike_flow_2.26,ped_54,16.69,5.9,2.83
361.0,bike_flow_2.27,ped_54,3.16,1.41,2.24
361.0,bike_flow_2.28,ped_41,10.31,4.94,2.09
361.0,bike_flow_2.28,ped_43,5.42,4.94,1.1
361.0,bike_flow_2.28,ped_54,8.43,4.94,1.71
362.0,bike_flow_2.26,ped_48,2.56,8.03,0.32
362.0,bike_flow_2.26,ped_52,14.33,8.03,1.78
362.0,bike_flow_2.27,ped_54,2.85,1.31,2.18
362.0,bike_flow_2.29,ped_43,7.6,4.63,1.64
363.0,bike_flow_2.28,ped_54,6.37,2.21,2.88
363.0,bike_flow_2.29,ped_43,4.06,5.25,0.77
363.0,bike_flow_2.29,ped_54,13.67,5.25,2.6
364.0,bike_flow_2.29,ped_43,3.3,2.45,1.35
365.0,bike_flow_2.29,ped_43,3.22,1.19,2.69
365.0,bike_flow_2.30,ped_43,10.37,5.08,2.04
366.0,bike_flow_2.27,ped_41,5.0,2.6,1.92
366.0,bike_flow_2.27,ped_49,6.79,2.6,2.61
366.0,bike_flow_2.27,ped_51,6.27,2.6,2.41
366.0,bike_flow_2.27,ped_54,3.76,2.6,1.44
366.0,bike_flow_2.30,ped_43,8.08,3.3,2.45
367.0,bike_flow_2.27,ped_41,6.88,5.53,1.24
367.0,bike_flow_2.27,ped_42,14.88,5.53,2.69
367.0,bike_flow_2.27,ped_43,10.61,5.53,1.92
367.0,bike_flow_2.27,ped_44,15.17,5.53,2.74
367.0,bike_flow_2.27,ped_49,10.22,5.53,1.85
367.0,bike_flow_2.27,ped_51,10.42,5.53,1.89
367.0,bike_flow_2.27,ped_52,6.4,5.53,1.16
367.0,bike_flow_2.27,ped_54,6.06,5.53,1.1
367.0,bike_flow_2.31,ped_43,14.32,4.9,2.92
368.0,bike_flow_2.27,ped_41,13.03,7.17,1.82
368.0,bike_flow_2.27,ped_43,15.07,7.17,2.1
368.0,bike_flow_2.27,ped_49,17.51,7.17,2.44
368.0,bike_flow_2.27,ped_51,18.13,7.17,2.53
368.0,bike_flow_2.27,ped_52,10.2,7.17,1.42
368.0,bike_flow_2.27,ped_53,12.21,7.17,1.7
368.0,bike_flow_2.27,ped_54,12.95,7.17,1.81
368.0,bike_flow_2.28,ped_41,8.24,3.76,2.19
368.0,bike_flow_2.28,ped_42,10.89,3.76,2.9
368.0,bike_flow_2.28,ped_43,7.12,3.76,1.9
368.0,bike_flow_2.28,ped_44,10.93,3.76,2.91
368.0,bike_flow_2.28,ped_49,8.0,3.76,2.13
368.0,bike_flow_2.28,ped_51,7.73,3.76,2.06
368.0,bike_flow_2.28,ped_52,9.26,3.76,2.47
368.0,bike_flow_2.28,ped_54,6.61,3.76,1.76
369.0,bike_flow_2.27,ped_53,6.42,9.7,0.66
369.0,bike_flow_2.28,ped_41,8.43,5.23,1.61
369.0,bike_flow_2.28,ped_42,14.68,5.23,2.81
369.0,bike_flow_2.28,ped_43,8.17,5.23,1.56
369.0,bike_flow_2.28,ped_44,14.33,5.23,2.74
369.0,bike_flow_2.28,ped_49,10.22,5.23,1.95
369.0,bike_flow_2.28,ped_51,10.91,5.23,2.08
369.0,bike_flow_2.28,ped_52,5.77,5.23,1.1
369.0,bike_flow_2.28,ped_54,6.96,5.23,1.33
369.0,bike_flow_2.29,ped_43,3.42,3.78,0.9
370.0,bike_flow_2.28,ped_41,12.93,5.99,2.16
370.0,bike_flow_2.28,ped_43,11.47,5.99,1.91
370.0,bike_flow_2.28,ped_49,16.18,5.99,2.7
370.0,bike_flow_2.28,ped_51,17.46,5.99,2.91
370.0,bike_flow_2.28,ped_52,9.4,5.99,1.57
370.0,bike_flow_2.28,ped_53,13.12,5.99,2.19
370.0,bike_flow_2.28,ped_54,12.83,5.99,2.14
370.0,bike_flow_2.29,ped_41,8.84,5.36,1.65
370.0,bike_flow_2.29,ped_42,11.45,5.36,2.14
370.0,bike_flow_2.29,ped_43,5.65,5.36,1.05
370.0,bike_flow_2.29,ped_44,10.18,5.36,1.9
370.0,bike_flow_2.29,ped_49,8.79,5.36,1.64
370.0,bike_flow_2.29,ped_51,9.18,5.36,1.71
370.0,bike_flow_2.29,ped_52,7.44,5.36,1.39
370.0,bike_flow_2.29,ped_54,9.6,5.36,1.79
371.0,bike_flow_2.28,ped_43,18.32,8.05,2.28
371.0,bike_flow_2.28,ped_52,17.93,8.05,2.23
371.0,bike_flow_2.28,ped_53,6.77,8.05,0.84
371.0,bike_flow_2.29,ped_41,8.54,3.85,2.22
371.0,bike_flow_2.29,ped_43,6.15,3.85,1.6
371.0,bike_flow_2.29,ped_49,10.73,3.85,2.79
371.0,bike_flow_2.29,ped_52,5.73,3.85,1.49
371.0,bike_flow_2.29,ped_54,9.09,3.85,2.36
371.0,bike_flow_2.30,ped_43,5.6,2.86,1.96
372.0,bike_flow_2.29,ped_41,13.69,6.52,2.1
372.0,bike_flow_2.29,ped_42,19.19,6.52,2.94
372.0,bike_flow_2.29,ped_43,10.19,6.52,1.56
372.0,bike_flow_2.29,ped_44,18.26,6.52,2.8
372.0,bike_flow_2.29,ped_49,17.15,6.52,2.63
372.0,bike_flow_2.29,ped_51,19.37,6.52,2.97
372.0,bike_flow_2.29,ped_52,10.93,6.52,1.68
372.0,bike_flow_2.29,ped_53,11.91,6.52,1.83
372.0,bike_flow_2.29,ped_54,14.45,6.52,2.22
372.0,bike_flow_2.30,ped_43,4.25,2.22,1.91
373.0,bike_flow_2.29,ped_43,17.85,8.61,2.07
373.0,bike_flow_2.29,ped_53,6.41,8.61,0.74
373.0,bike_flow_2.30,ped_43,2.88,3.49,0.82
373.0,bike_flow_2.30,ped_44,9.21,3.49,2.64
374.0,bike_flow_2.30,ped_41,9.59,5.32,1.8
374.0,bike_flow_2.30,ped_42,10.28,5.32,1.93
374.0,bike_flow_2.30,ped_43,3.15,5.32,0.59
374.0,bike_flow_2.30,ped_44,9.26,5.32,1.74
374.0,bike_flow_2.30,ped_49,11.58,5.32,2.18
374.0,bike_flow_2.30,ped_51,10.43,5.32,1.96
374.0,bike_flow_2.30,ped_52,7.08,5.32,1.33
374.0,bike_flow_2.30,ped_54,10.44,5.32,1.96
374.0,bike_flow_2.31,ped_43,7.96,3.64,2.19
375.0,bike_flow_2.30,ped_43,3.59,3.12,1.15
375.0,bike_flow_2.31,ped_43,6.73,2.38,2.83
376.0,bike_flow_2.30,ped_43,7.55,4.95,1.53
376.0,bike_flow_2.30,ped_53,9.21,4.95,1.86
376.0,bike_flow_2.31,ped_42,9.21,3.19,2.89
376.0,bike_flow_2.31,ped_43,4.83,3.19,1.51
376.0,bike_flow_2.31,ped_44,7.4,3.19,2.32
376.0,bike_flow_2.31,ped_51,9.49,3.19,2.98
376.0,bike_flow_2.32,ped_43,12.17,4.81,2.53
376.0,bike_flow_2.32,ped_44,13.53,4.81,2.81
377.0,bike_flow_2.30,ped_43,14.27,6.59,2.16
377.0,bike_flow_2.30,ped_53,6.48,6.59,0.98
377.0,bike_flow_2.31,ped_41,10.98,5.34,2.06
377.0,bike_flow_2.31,ped_42,9.4,5.34,1.76
377.0,bike_flow_2.31,ped_43,1.17,5.34,0.22
377.0,bike_flow_2.31,ped_44,8.87,5.34,1.66
377.0,bike_flow_2.31,ped_49,11.95,5.34,2.24
377.0,bike_flow_2.31,ped_51,9.4,5.34,1.76
377.0,bike_flow_2.31,ped_52,9.49,5.34,1.78
377.0,bike_flow_2.31,ped_53,15.77,5.34,2.95
377.0,bike_flow_2.31,ped_54,11.79,5.34,2.21
377.0,bike_flow_2.33,ped_55,7.22,3.46,2.08
378.0,bike_flow_2.30,ped_53,12.41,8.46,1.47
378.0,bike_flow_2.31,ped_41,15.98,6.22,2.57
378.0,bike_flow_2.31,ped_42,15.5,6.22,2.49
378.0,bike_flow_2.31,ped_43,5.46,6.22,0.88
378.0,bike_flow_2.31,ped_44,14.67,6.22,2.36
378.0,bike_flow_2.31,ped_49,16.76,6.22,2.7
378.0,bike_flow_2.31,ped_51,15.45,6.22,2.49
378.0,bike_flow_2.31,ped_52,15.14,6.22,2.44
378.0,bike_flow_2.31,ped_53,9.33,6.22,1.5
378.0,bike_flow_2.31,ped_54,18.38,6.22,2.96
378.0,bike_flow_2.32,ped_43,7.22,2.88,2.51
378.0,bike_flow_2.32,ped_44,7.26,2.88,2.53
378.0,bike_flow_2.33,ped_43,14.43,4.92,2.93
378.0,bike_flow_2.33,ped_44,13.31,4.92,2.71
378.0,bike_flow_2.33,ped_55,10.83,4.92,2.2
379.0,bike_flow_2.31,ped_43,12.28,7.05,1.74
379.0,bike_flow_2.31,ped_53,6.53,7.05,0.93
379.0,bike_flow_2.32,ped_42,7.52,4.02,1.87
379.0,bike_flow_2.32,ped_43,4.47,4.02,1.11
379.0,bike_flow_2.32,ped_44,5.67,4.02,1.41
379.0,bike_flow_2.32,ped_49,11.12,4.02,2.77
379.0,bike_flow_2.32,ped_51,7.8,4.02,1.94
379.0,bike_flow_2.34,ped_55,3.2,3.62,0.88
380.0,bike_flow_2.31,ped_53,12.99,8.92,1.46
380.0,bike_flow_2.32,ped_43,3.04,2.27,1.34
380.0,bike_flow_2.34,ped_55,3.85,2.95,1.3
380.0,bike_flow_2.34,ped_57,6.47,2.95,2.19
381.0,bike_flow_2.34,ped_55,5.52,3.34,1.65
381.0,bike_flow_2.34,ped_57,8.19,3.34,2.45
381.0,bike_flow_2.35,ped_55,6.01,3.79,1.59
381.0,bike_flow_2.35,ped_57,3.8,3.79,1.01
382.0,bike_flow_2.33,ped_44,5.85,2.1,2.79
382.0,bike_flow_2.35,ped_55,4.41,2.92,1.51
382.0,bike_flow_2.35,ped_57,3.22,2.92,1.1
383.0,bike_flow_2.32,ped_43,2.93,2.59,1.13
383.0,bike_flow_2.33,ped_42,6.07,2.81,2.16
383.0,bike_flow_2.33,ped_44,6.39,2.81,2.27
383.0,bike_flow_2.33,ped_51,5.47,2.81,1.95
383.0,bike_flow_2.34,ped_55,7.09,2.54,2.79
383.0,bike_flow_2.35,ped_55,3.84,1.92,2.0
383.0,bike_flow_2.35,ped_57,3.22,1.92,1.67
384.0,bike_flow_2.32,ped_42,16.28,5.46,2.98
384.0,bike_flow_2.32,ped_43,6.37,5.46,1.17
384.0,bike_flow_2.32,ped_49,16.31,5.46,2.98
384.0,bike_flow_2.32,ped_51,15.72,5.46,2.88
384.0,bike_flow_2.32,ped_52,14.99,5.46,2.74
384.0,bike_flow_2.32,ped_53,6.41,5.46,1.17
384.0,bike_flow_2.34,ped_42,8.17,3.47,2.35
384.0,bike_flow_2.34,ped_44,5.93,3.47,1.71
384.0,bike_flow_2.34,ped_51,7.64,3.47,2.2
384.0,bike_flow_2.34,ped_55,9.38,3.47,2.7
384.0,bike_flow_2.35,ped_55,3.21,2.89,1.11
384.0,bike_flow_2.35,ped_57,3.76,2.89,1.3
384.0,bike_flow_2.36,ped_55,8.65,3.5,2.47
384.0,bike_flow_2.36,ped_57,6.67,3.5,1.91
385.0,bike_flow_2.32,ped_43,12.35,6.21,1.99
385.0,bike_flow_2.32,ped_53,9.54,6.21,1.54
385.0,bike_flow_2.33,ped_42,11.45,4.77,2.4
385.0,bike_flow_2.33,ped_43,4.82,4.77,1.01
385.0,bike_flow_2.33,ped_44,13.76,4.77,2.89
385.0,bike_flow_2.33,ped_49,10.68,4.77,2.24
385.0,bike_flow_2.33,ped_51,11.2,4.77,2.35
385.0,bike_flow_2.33,ped_52,9.25,4.77,1.94
385.0,bike_flow_2.33,ped_53,8.47,4.77,1.78
385.0,bike_flow_2.35,ped_44,7.94,3.77,2.1
385.0,bike_flow_2.35,ped_51,10.71,3.77,2.84
385.0,bike_flow_2.35,ped_55,4.06,3.77,1.08
385.0,bike_flow_2.35,ped_57,5.37,3.77,1.42
386.0,bike_flow_2.32,ped_53,18.06,8.61,2.1
386.0,bike_flow_2.33,ped_43,6.71,4.79,1.4
386.0,bike_flow_2.33,ped_52,14.1,4.79,2.94
386.0,bike_flow_2.33,ped_53,6.49,4.79,1.35
386.0,bike_flow_2.34,ped_42,6.98,4.41,1.58
386.0,bike_flow_2.34,ped_43,11.07,4.41,2.51
386.0,bike_flow_2.34,ped_44,8.89,4.41,2.01
386.0,bike_flow_2.34,ped_49,7.54,4.41,1.71
386.0,bike_flow_2.34,ped_51,6.78,4.41,1.54
386.0,bike_flow_2.34,ped_52,7.32,4.41,1.66
386.0,bike_flow_2.34,ped_55,13.22,4.41,3.0
386.0,bike_flow_2.35,ped_44,6.18,2.23,2.77
386.0,bike_flow_2.35,ped_55,5.0,2.23,2.24
386.0,bike_flow_2.35,ped_57,6.14,2.23,2.75
386.0,bike_flow_2.36,ped_55,6.59,2.52,2.61
386.0,bike_flow_2.36,ped_57,5.41,2.52,2.14
387.0,bike_flow_2.33,ped_43,13.37,7.6,1.76
387.0,bike_flow_2.33,ped_53,11.56,7.6,1.52
387.0,bike_flow_2.34,ped_42,11.31,4.75,2.38
387.0,bike_flow_2.34,ped_43,7.36,4.75,1.55
387.0,bike_flow_2.34,ped_49,8.68,4.75,1.83
387.0,bike_flow_2.34,ped_51,11.7,4.75,2.47
387.0,bike_flow_2.34,ped_52,8.02,4.75,1.69
387.0,bike_flow_2.34,ped_53,8.13,4.75,1.71
387.0,bike_flow_2.35,ped_44,5.86,2.12,2.77
387.0,bike_flow_2.35,ped_51,6.14,2.12,2.9
387.0,bike_flow_2.35,ped_55,5.9,2.12,2.78
387.0,bike_flow_2.36,ped_44,9.29,3.34,2.78
387.0,bike_flow_2.36,ped_55,4.68,3.34,1.4
387.0,bike_flow_2.36,ped_57,3.98,3.34,1.19
388.0,bike_flow_2.34,ped_43,7.7,5.54,1.39
388.0,bike_flow_2.34,ped_49,13.89,5.54,2.51
388.0,bike_flow_2.34,ped_52,13.17,5.54,2.38
388.0,bike_flow_2.34,ped_53,6.65,5.54,1.2
388.0,bike_flow_2.35,ped_42,6.63,4.0,1.66
388.0,bike_flow_2.35,ped_44,8.42,4.0,2.1
388.0,bike_flow_2.35,ped_49,6.97,4.0,1.74
388.0,bike_flow_2.35,ped_51,6.55,4.0,1.64
388.0,bike_flow_2.35,ped_52,6.86,4.0,1.72
388.0,bike_flow_2.35,ped_55,8.66,4.0,2.16
388.0,bike_flow_2.35,ped_57,9.35,4.0,2.34
388.0,bike_flow_2.37,ped_57,9.86,3.37,2.92
388.0,bike_flow_2.37,ped_58,3.42,3.37,1.01
389.0,bike_flow_2.34,ped_43,13.62,7.96,1.71
389.0,bike_flow_2.34,ped_53,13.31,7.96,1.67
389.0,bike_flow_2.34,ped_55,19.4,7.96,2.44
389.0,bike_flow_2.34,ped_57,19.96,7.96,2.51
389.0,bike_flow_2.35,ped_42,9.7,4.48,2.17
389.0,bike_flow_2.35,ped_43,10.57,4.48,2.36
389.0,bike_flow_2.35,ped_44,13.24,4.48,2.96
389.0,bike_flow_2.35,ped_49,6.92,4.48,1.55
389.0,bike_flow_2.35,ped_51,10.64,4.48,2.38
389.0,bike_flow_2.35,ped_52,6.3,4.48,1.41
389.0,bike_flow_2.35,ped_53,10.91,4.48,2.44
389.0,bike_flow_2.35,ped_55,11.92,4.48,2.66
389.0,bike_flow_2.35,ped_57,12.6,4.48,2.82
389.0,bike_flow_2.36,ped_42,7.77,4.11,1.89
389.0,bike_flow_2.36,ped_44,5.77,4.11,1.4
389.0,bike_flow_2.36,ped_49,11.49,4.11,2.8
389.0,bike_flow_2.36,ped_51,6.36,4.11,1.55
389.0,bike_flow_2.36,ped_52,11.17,4.11,2.72
389.0,bike_flow_2.36,ped_55,3.2,4.11,0.78
389.0,bike_flow_2.36,ped_57,3.29,4.11,0.8
389.0,bike_flow_2.36,ped_58,11.6,4.11,2.82
389.0,bike_flow_2.37,ped_58,4.07,2.46,1.66
390.0,bike_flow_2.35,ped_42,15.81,5.95,2.65
390.0,bike_flow_2.35,ped_43,7.3,5.95,1.23
390.0,bike_flow_2.35,ped_49,12.55,5.95,2.11
390.0,bike_flow_2.35,ped_51,16.95,5.95,2.85
390.0,bike_flow_2.35,ped_52,12.08,5.95,2.03
390.0,bike_flow_2.35,ped_53,7.46,5.95,1.25
390.0,bike_flow_2.35,ped_55,14.29,5.95,2.4
390.0,bike_flow_2.35,ped_57,15.2,5.95,2.55
390.0,bike_flow_2.36,ped_42,6.52,4.75,1.37
390.0,bike_flow_2.36,ped_44,8.45,4.75,1.78
390.0,bike_flow_2.36,ped_49,7.44,4.75,1.57
390.0,bike_flow_2.36,ped_51,6.61,4.75,1.39
390.0,bike_flow_2.36,ped_52,6.83,4.75,1.44
390.0,bike_flow_2.36,ped_55,4.97,4.75,1.05
390.0,bike_flow_2.36,ped_57,5.7,4.75,1.2
390.0,bike_flow_2.37,ped_44,7.14,3.0,2.38
390.0,bike_flow_2.37,ped_55,7.32,3.0,2.44
390.0,bike_flow_2.37,ped_57,6.51,3.0,2.17
390.0,bike_flow_2.37,ped_58,5.45,3.0,1.82
391.0,bike_flow_2.35,ped_43,8.77,4.7,1.87
391.0,bike_flow_2.35,ped_53,10.01,4.7,2.13
391.0,bike_flow_2.36,ped_52,5.78,2.09,2.76
391.0,bike_flow_2.36,ped_55,5.79,2.09,2.77
391.0,bike_flow_2.37,ped_42,7.98,3.52,2.27
391.0,bike_flow_2.37,ped_44,5.77,3.52,1.64
391.0,bike_flow_2.37,ped_51,6.24,3.52,1.77
391.0,bike_flow_2.37,ped_55,5.23,3.52,1.49
391.0,bike_flow_2.37,ped_57,4.64,3.52,1.32
391.0,bike_flow_2.37,ped_58,7.59,3.52,2.16
392.0,bike_flow_2.35,ped_43,13.92,5.6,2.48
392.0,bike_flow_2.35,ped_53,15.38,5.6,2.74
392.0,bike_flow_2.35,ped_55,16.78,5.6,2.99
392.0,bike_flow_2.36,ped_49,7.55,3.4,2.22
392.0,bike_flow_2.36,ped_52,7.2,3.4,2.12
392.0,bike_flow_2.36,ped_55,7.87,3.4,2.32
392.0,bike_flow_2.36,ped_57,8.71,3.4,2.56
392.0,bike_flow_2.37,ped_42,6.43,3.17,2.03
392.0,bike_flow_2.37,ped_44,7.32,3.17,2.31
392.0,bike_flow_2.37,ped_49,8.31,3.17,2.62
392.0,bike_flow_2.37,ped_51,6.11,3.17,1.93
392.0,bike_flow_2.37,ped_52,7.61,3.17,2.4
392.0,bike_flow_2.37,ped_55,3.76,3.17,1.19
392.0,bike_flow_2.37,ped_57,3.37,3.17,1.06
392.0,bike_flow_2.37,ped_58,9.4,3.17,2.97
392.0,bike_flow_2.38,ped_58,3.93,2.25,1.75
393.0,bike_flow_2.36,ped_43,7.05,5.25,1.34
393.0,bike_flow_2.36,ped_49,12.75,5.25,2.43
393.0,bike_flow_2.36,ped_52,12.82,5.25,2.44
393.0,bike_flow_2.36,ped_53,8.78,5.25,1.67
393.0,bike_flow_2.36,ped_55,10.63,5.25,2.02
393.0,bike_flow_2.36,ped_57,11.42,5.25,2.17
393.0,bike_flow_2.37,ped_42,7.25,3.09,2.35
393.0,bike_flow_2.37,ped_49,6.52,3.09,2.11
393.0,bike_flow_2.37,ped_51,8.54,3.09,2.77
393.0,bike_flow_2.37,ped_52,5.79,3.09,1.88
393.0,bike_flow_2.37,ped_55,3.2,3.09,1.04
393.0,bike_flow_2.37,ped_57,3.33,3.09,1.08
393.0,bike_flow_2.38,ped_42,8.51,5.21,1.63
393.0,bike_flow_2.38,ped_44,5.76,5.21,1.11
393.0,bike_flow_2.38,ped_49,12.1,5.21,2.32
393.0,bike_flow_2.38,ped_51,6.36,5.21,1.22
393.0,bike_flow_2.38,ped_52,11.21,5.21,2.15
393.0,bike_flow_2.38,ped_55,9.44,5.21,1.81
393.0,bike_flow_2.38,ped_57,8.7,5.21,1.67
393.0,bike_flow_2.38,ped_58,3.62,5.21,0.69
393.0,bike_flow_2.38,ped_59,7.87,5.21,1.51
394.0,bike_flow_2.36,ped_43,9.37,5.31,1.77
394.0,bike_flow_2.36,ped_53,11.54,5.31,2.17
394.0,bike_flow_2.36,ped_55,11.39,5.31,2.15
394.0,bike_flow_2.36,ped_57,12.28,5.31,2.31
394.0,bike_flow_2.37,ped_42,10.87,4.55,2.39
394.0,bike_flow_2.37,ped_43,12.82,4.55,2.82
394.0,bike_flow_2.37,ped_49,7.69,4.55,1.69
394.0,bike_flow_2.37,ped_51,13.5,4.55,2.97
394.0,bike_flow_2.37,ped_52,7.8,4.55,1.71
394.0,bike_flow_2.37,ped_55,4.97,4.55,1.09
394.0,bike_flow_2.37,ped_57,5.22,4.55,1.15
394.0,bike_flow_2.38,ped_42,6.68,2.85,2.34
394.0,bike_flow_2.38,ped_44,6.84,2.85,2.4
394.0,bike_flow_2.38,ped_51,5.95,2.85,2.09
394.0,bike_flow_2.38,ped_52,7.93,2.85,2.78
394.0,bike_flow_2.38,ped_55,7.61,2.85,2.67
394.0,bike_flow_2.38,ped_57,6.71,2.85,2.35
394.0,bike_flow_2.38,ped_58,4.73,2.85,1.66
394.0,bike_flow_2.39,ped_44,8.31,2.89,2.87
394.0,bike_flow_2.39,ped_58,6.96,2.89,2.41
394.0,bike_flow_2.39,ped_59,3.49,2.89,1.21
395.0,bike_flow_2.36,ped_43,15.48,6.37,2.43
395.0,bike_flow_2.36,ped_53,17.91,6.37,2.81
395.0,bike_flow_2.36,ped_55,14.33,6.37,2.25
395.0,bike_flow_2.36,ped_57,15.16,6.37,2.38
395.0,bike_flow_2.37,ped_43,9.11,3.69,2.47
395.0,bike_flow_2.37,ped_55,6.99,3.69,1.89
395.0,bike_flow_2.37,ped_57,7.27,3.69,1.97
395.0,bike_flow_2.38,ped_42,7.08,4.06,1.74
395.0,bike_flow_2.38,ped_44,10.5,4.06,2.59
395.0,bike_flow_2.38,ped_49,6.57,4.06,1.62
395.0,bike_flow_2.38,ped_51,9.04,4.06,2.23
395.0,bike_flow_2.38,ped_52,5.76,4.06,1.42
395.0,bike_flow_2.38,ped_55,5.04,4.06,1.24
395.0,bike_flow_2.38,ped_57,4.22,4.06,1.04
395.0,bike_flow_2.38,ped_58,7.09,4.06,1.75
395.0,bike_flow_2.38,ped_59,11.24,4.06,2.77
395.0,bike_flow_2.39,ped_44,6.17,2.73,2.26
395.0,bike_flow_2.39,ped_51,7.04,2.73,2.58
395.0,bike_flow_2.39,ped_58,5.67,2.73,2.08
395.0,bike_flow_2.39,ped_59,3.21,2.73,1.18
396.0,bike_flow_2.37,ped_43,7.8,4.39,1.78
396.0,bike_flow_2.37,ped_53,10.6,4.39,2.42
396.0,bike_flow_2.37,ped_55,8.19,4.39,1.87
396.0,bike_flow_2.37,ped_57,8.42,4.39,1.92
396.0,bike_flow_2.38,ped_49,6.85,3.02,2.27
396.0,bike_flow_2.38,ped_52,7.03,3.02,2.33
396.0,bike_flow_2.38,ped_55,3.7,3.02,1.23
396.0,bike_flow_2.38,ped_57,3.07,3.02,1.02
396.0,bike_flow_2.38,ped_58,8.71,3.02,2.89
396.0,bike_flow_2.39,ped_42,6.91,4.54,1.52
396.0,bike_flow_2.39,ped_44,6.74,4.54,1.49
396.0,bike_flow_2.39,ped_49,9.51,4.54,2.1
396.0,bike_flow_2.39,ped_51,6.05,4.54,1.33
396.0,bike_flow_2.39,ped_52,7.93,4.54,1.75
396.0,bike_flow_2.39,ped_55,11.79,4.54,2.6
396.0,bike_flow_2.39,ped_57,11.46,4.54,2.53
396.0,bike_flow_2.39,ped_58,3.48,4.54,0.77
396.0,bike_flow_2.39,ped_59,4.04,4.54,0.89
397.0,bike_flow_2.37,ped_43,11.14,4.06,2.75
397.0,bike_flow_2.37,ped_55,8.76,4.06,2.16
397.0,bike_flow_2.37,ped_57,8.84,4.06,2.18
397.0,bike_flow_2.38,ped_55,3.2,2.72,1.18
397.0,bike_flow_2.38,ped_57,2.58,2.72,0.95
397.0,bike_flow_2.39,ped_42,6.61,3.41,1.94
397.0,bike_flow_2.39,ped_44,9.81,3.41,2.88
397.0,bike_flow_2.39,ped_49,6.9,3.41,2.02
397.0,bike_flow_2.39,ped_51,8.82,3.41,2.58
397.0,bike_flow_2.39,ped_52,5.83,3.41,1.71
397.0,bike_flow_2.39,ped_55,9.39,3.41,2.75
397.0,bike_flow_2.39,ped_57,9.5,3.41,2.78
397.0,bike_flow_2.39,ped_58,3.31,3.41,0.97
397.0,bike_flow_2.39,ped_59,5.41,3.41,1.58
397.0,bike_flow_2.40,ped_42,9.32,5.06,1.84
397.0,bike_flow_2.40,ped_44,5.78,5.06,1.14
397.0,bike_flow_2.40,ped_49,12.71,5.06,2.51
397.0,bike_flow_2.40,ped_51,6.01,5.06,1.19
397.0,bike_flow_2.40,ped_52,10.96,5.06,2.17
397.0,bike_flow_2.40,ped_58,8.21,5.06,1.62
397.0,bike_flow_2.40,ped_59,5.16,5.06,1.02
398.0,bike_flow_2.37,ped_55,11.32,4.79,2.36
398.0,bike_flow_2.37,ped_57,11.48,4.79,2.4
398.0,bike_flow_2.38,ped_43,10.2,3.65,2.8
398.0,bike_flow_2.38,ped_55,3.97,3.65,1.09
398.0,bike_flow_2.38,ped_57,3.04,3.65,0.83
398.0,bike_flow_2.39,ped_49,6.51,2.7,2.41
398.0,bike_flow_2.39,ped_52,6.48,2.7,2.4
398.0,bike_flow_2.39,ped_55,7.78,2.7,2.88
398.0,bike_flow_2.39,ped_58,3.99,2.7,1.48
398.0,bike_flow_2.39,ped_59,6.18,2.7,2.29
398.0,bike_flow_2.40,ped_42,6.96,3.08,2.26
398.0,bike_flow_2.40,ped_44,6.81,3.08,2.21
398.0,bike_flow_2.40,ped_51,6.35,3.08,2.06
398.0,bike_flow_2.40,ped_52,7.67,3.08,2.49
398.0,bike_flow_2.40,ped_58,6.49,3.08,2.11
398.0,bike_flow_2.40,ped_59,4.22,3.08,1.37
399.0,bike_flow_2.37,ped_55,16.13,5.6,2.88
399.0,bike_flow_2.37,ped_57,16.45,5.6,2.94
399.0,bike_flow_2.38,ped_43,8.84,4.42,2.0
399.0,bike_flow_2.38,ped_53,12.62,4.42,2.86
399.0,bike_flow_2.38,ped_55,4.95,4.42,1.12
399.0,bike_flow_2.38,ped_57,4.06,4.42,0.92
399.0,bike_flow_2.39,ped_42,12.56,4.57,2.75
399.0,bike_flow_2.39,ped_49,9.32,4.57,2.04
399.0,bike_flow_2.39,ped_52,10.6,4.57,2.32
399.0,bike_flow_2.39,ped_55,4.57,4.57,1.0
399.0,bike_flow_2.39,ped_57,5.01,4.57,1.1
399.0,bike_flow_2.39,ped_58,6.7,4.57,1.47
399.0,bike_flow_2.39,ped_59,8.64,4.57,1.89
399.0,bike_flow_2.40,ped_42,6.54,3.14,2.08
399.0,bike_flow_2.40,ped_49,6.94,3.14,2.21
399.0,bike_flow_2.40,ped_51,8.95,3.14,2.84
399.0,bike_flow_2.40,ped_52,5.79,3.14,1.84
399.0,bike_flow_2.40,ped_58,4.79,3.14,1.52
399.0,bike_flow_2.40,ped_59,3.51,3.14,1.11
400.0,bike_flow_2.38,ped_43,13.67,5.64,2.42
400.0,bike_flow_2.38,ped_55,7.14,5.64,1.26
400.0,bike_flow_2.38,ped_57,6.05,5.64,1.07
400.0,bike_flow_2.38,ped_58,14.78,5.64,2.62
400.0,bike_flow_2.38,ped_59,16.15,5.64,2.86
400.0,bike_flow_2.39,ped_43,10.77,4.97,2.17
400.0,bike_flow_2.39,ped_49,14.26,4.97,2.87
400.0,bike_flow_2.39,ped_53,13.31,4.97,2.68
400.0,bike_flow_2.39,ped_55,2.68,4.97,0.54
400.0,bike_flow_2.39,ped_57,3.14,4.97,0.63
